"","Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"1120","9/9/1996","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","1120_ANHU"
"1121","9/13/1996","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","1121_ANHU"
"1122","9/14/1996","Died","Lindsey","Yes","ANHU","Female-like","adult-like",2,"Fall","window hit","Non-selasphorus spp.","1122_ANHU"
"1123","10/3/1996","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Fall","unknown","Non-selasphorus spp.","1123_ANHU"
"1124","10/10/1996","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","window hit","Non-selasphorus spp.","1124_ANHU"
"1125","10/12/1996","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Fall","caught by domestic animal","Non-selasphorus spp.","1125_ANHU"
"1126","10/12/1996","Died","Lindsey","Yes","ANHU","Female-like","adult-like",4,"Fall","found on the ground","Non-selasphorus spp.","1126_ANHU"
"1127","10/19/1996","Died","Lindsey","No","ANHU","Female-like","adult-like",2,"Fall","window hit","Non-selasphorus spp.","1127_ANHU"
"1128","10/21/1996","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","1128_ANHU"
"1129","10/27/1996","Died","Lindsey","No","ANHU","Female-like","adult-like",3,"Fall","found on the ground","Non-selasphorus spp.","1129_ANHU"
"1130","10/28/1996","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","1130_ANHU"
"1131","10/28/1996","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","window hit","Non-selasphorus spp.","1131_ANHU"
"1132","10/29/1996","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","window hit","Non-selasphorus spp.","1132_ANHU"
"1133","11/2/1996","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","found inside","Non-selasphorus spp.","1133_ANHU"
"1134","11/3/1996","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Fall","window hit","Non-selasphorus spp.","1134_ANHU"
"1135","11/4/1996","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","1135_ANHU"
"1136","11/8/1996","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","window hit","Non-selasphorus spp.","1136_ANHU"
"1137","11/11/1996","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","window hit","Non-selasphorus spp.","1137_ANHU"
"1138","11/30/1996","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","1138_ANHU"
"1139","12/1/1996","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","1139_ANHU"
"1140","12/13/1996","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","1140_ANHU"
"1141","12/15/1996","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","1141_ANHU"
"1142","12/26/1996","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","found inside","Non-selasphorus spp.","1142_ANHU"
"1143","1/3/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","1143_ANHU"
"1144","1/5/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","1144_ANHU"
"1145","1/10/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Winter","window hit","Non-selasphorus spp.","1145_ANHU"
"1146","1/11/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","1146_ANHU"
"1147","1/13/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","1147_ANHU"
"1148","1/15/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found inside","Non-selasphorus spp.","1148_ANHU"
"1149","1/29/1997","Released","Lindsey","No","ANHU","Female-like","adult-like",1,"Winter","window hit","Non-selasphorus spp.","1149_ANHU"
"1150","1/29/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found inside","Non-selasphorus spp.","1150_ANHU"
"1151","1/31/1997","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","unknown","Non-selasphorus spp.","1151_ANHU"
"1152","2/3/1997","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Winter","caught by domestic animal","Non-selasphorus spp.","1152_ANHU"
"1153","2/3/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","1153_ANHU"
"1154","2/14/1997","Died","Lindsey","Yes","Selasphorus","Female-like","adult-like",0,"Winter","found inside","Selasphorus spp.","1154_ALHU"
"1155","2/14/1997","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","1155_ANHU"
"1156","2/15/1997","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","found on the ground","Non-selasphorus spp.","1156_ANHU"
"1157","2/18/1997","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","1157_ANHU"
"1158","2/19/1997","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","1158_ANHU"
"1159","2/19/1997","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","1159_ANHU"
"1160","2/20/1997","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",5,"Winter","found on the ground","Non-selasphorus spp.","1160_ANHU"
"1161","2/21/1997","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Winter","found on the ground","Non-selasphorus spp.","1161_ANHU"
"1162","2/23/1997","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","nest-related","Non-selasphorus spp.","1162_ANHU"
"1163","2/23/1997","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","1163_ANHU"
"1164","2/24/1997","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","1164_ANHU"
"1165","2/26/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","1165_ANHU"
"1166","3/3/1997","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","1166_ANHU"
"1167","3/7/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","1167_ANHU"
"1168","3/9/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1168_ANHU"
"1169","3/9/1997","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","1169_ANHU"
"1170","3/9/1997","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","1170_ANHU"
"1171","3/11/1997","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","1171_ANHU"
"1172","3/12/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1172_ANHU"
"1173","3/13/1997","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","1173_ANHU"
"1174","3/14/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1174_ANHU"
"1175","3/14/1997","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","1175_ANHU"
"1176","3/14/1997","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","unknown","Non-selasphorus spp.","1176_ANHU"
"1177","3/15/1997","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1177_ANHU"
"1178","3/16/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1178_ANHU"
"1179","3/16/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1179_ANHU"
"1180","3/17/1997","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","1180_ANHU"
"1181","3/17/1997","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","1181_ANHU"
"1182","3/18/1997","Died","Lindsey","Yes","ANHU","Female-like","adult-like",3,"Spring","unknown","Non-selasphorus spp.","1182_ANHU"
"1183","3/18/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","1183_ANHU"
"1184","3/19/1997","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",4,"Spring","found on the ground","Non-selasphorus spp.","1184_ANHU"
"1185","3/20/1997","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","1185_ANHU"
"1186","3/19/1997","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","1186_ANHU"
"1187","3/19/1997","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","1187_ANHU"
"1188","3/21/1997","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","1188_ANHU"
"1189","3/21/1997","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1189_ANHU"
"1190","3/22/1997","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","unknown","Non-selasphorus spp.","1190_ANHU"
"1191","3/24/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","1191_ANHU"
"1192","3/25/1997","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","unknown","Non-selasphorus spp.","1192_ANHU"
"1193","3/26/1997","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","found on the ground","Selasphorus spp.","1193_ALHU"
"1194","3/28/1997","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","1194_ANHU"
"1195","3/28/1997","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","1195_ANHU"
"1196","3/29/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1196_ANHU"
"1197","3/29/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1197_ANHU"
"1198","3/29/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1198_ANHU"
"1199","3/30/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1199_ANHU"
"1200","4/1/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1200_ANHU"
"1201","4/2/1997","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1201_ANHU"
"1202","4/3/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","1202_ANHU"
"1203","4/4/1997","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","1203_ANHU"
"1204","4/4/1997","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","1204_ANHU"
"1205","4/5/1997","Released","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","found on the ground","Selasphorus spp.","1205_ALHU"
"1206","4/7/1997","Released","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","window hit","Selasphorus spp.","1206_ALHU"
"1207","4/11/1997","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found inside","Non-selasphorus spp.","1207_ANHU"
"1208","4/11/1997","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","1208_ANHU"
"1209","4/11/1997","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","window hit","Selasphorus spp.","1209_RUHU"
"1210","4/15/1997","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","found on the ground","Selasphorus spp.","1210_ALHU"
"1211","4/19/1997","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1211_ANHU"
"1212","4/20/1997","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","1212_ANHU"
"1213","4/20/1997","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","1213_ANHU"
"1214","4/21/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1214_ANHU"
"1215","4/23/1997","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","1215_ANHU"
"1216","4/23/1997","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","found inside","Selasphorus spp.","1216_ALHU"
"1217","4/23/1997","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","1217_ANHU"
"1218","4/25/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1218_ANHU"
"1219","4/26/1997","Released","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","found inside","Non-selasphorus spp.","1219_ANHU"
"1220","4/26/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","1220_ANHU"
"1221","4/26/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1221_ANHU"
"1222","4/27/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1222_ANHU"
"1223","4/29/1997","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1223_ANHU"
"1224","5/4/1997","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1224_ANHU"
"1225","5/4/1997","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","1225_ANHU"
"1226","5/5/1997","Died","Lindsey","Yes","Selasphorus","Female-like","adult-like",1,"Spring","found on the ground","Selasphorus spp.","1226_ALHU"
"1227","5/6/1997","Released","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","caught by domestic animal","Non-selasphorus spp.","1227_ANHU"
"1228","5/7/1997","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1228_ANHU"
"1229","5/8/1997","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","1229_ANHU"
"1230","5/9/1997","Released","Lindsey","Yes","Selasphorus","Female-like","adult-like",0,"Spring","found on the ground","Selasphorus spp.","1230_ALHU"
"1231","5/11/1997","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","unknown","Selasphorus spp.","1231_ALHU"
"1232","5/13/1997","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","1232_ANHU"
"1233","5/15/1997","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",2,"Spring","caught by domestic animal","Non-selasphorus spp.","1233_ANHU"
"1234","5/15/1997","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1234_ANHU"
"1235","5/15/1997","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","1235_ANHU"
"1236","5/15/1997","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","1236_ANHU"
"1237","5/16/1997","Released","Lindsey","No","ANHU","Female-like","adult-like",1,"Spring","unknown","Non-selasphorus spp.","1237_ANHU"
"1238","5/16/1997","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","1238_ANHU"
